evidence_id,source,domain,url,title,observed_evidence,classified_model,functional_clarity_1_5,minimalism_1_5,mobile_1_5,reduced_motion_1_5,cms_resilience_1_5,motion_cost_1_5,smyc_fit_1_5,verdict,evidence_confidence,decision_rationale,access_limitation,cohort
64,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/20/interactive-storytelling-for-the-web-building-immersive-stories-with-timelines-3d-and-layered-scenes/,"Interactive Storytelling for the Web: Building Immersive Stories with Timelines, 3D, and Layered Scenes","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, immersive, layer, layered, motion, interaction, interactive",layered-stack,3,2,2,3,3,4,2,채택,5/5,"3d, layered, immersive",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
65,Codrops,tympanus.net,https://tympanus.net/codrops/2025/08/28/interactive-video-projection-mapping-with-three-js/,Interactive Video Projection Mapping with Three.js,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, three.js, mask, motion, interactive, grid",partial-visible,4,5,4,3,5,2,5,채택,5/5,"mask, 마스크, 가림, 개구부, 건축, 깊이, 레이어",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
66,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/18/joffrey-spitzer-portfolio-a-minimalist-astro-gsap-build-with-reveals-flip-transitions-and-subtle-motion/,"Joffrey Spitzer Portfolio: A Minimalist Astro + GSAP Build with Reveals, Flip Transitions and Subtle Motion","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: reveal, animation, motion, transition, gsap, minimal, portfolio",hidden-offstage,3,4,2,3,3,3,4,채택,5/5,"reveal, transition, 전환, motion, 모션, 마스크",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
67,Codrops,tympanus.net,https://tympanus.net/codrops/2019/01/24/layer-motion-slideshow/,Layer Motion Slideshow,A CSS Grid-based slideshow template with a layer motion effect on the main image and title.,hidden-offstage,3,4,2,3,3,3,4,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",5/5,"slide, motion, 모션, 마스크",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
68,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/04/making-motion-behave-inside-vladyslav-penevs-production-ready-interaction-systems/,Making Motion Behave: Inside Vladyslav Penev’s Production-Ready Interaction Systems,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, motion, interaction",hidden-offstage,3,4,2,3,3,4,4,채택,5/5,"전환, motion, 모션, interaction",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
69,Codrops,tympanus.net,https://tympanus.net/codrops/2025/11/21/one-canvas-to-rule-them-all-how-ink-games-new-site-handles-complex-3d/,One Canvas to Rule Them All: How INK Games’ New Site Handles Complex 3D,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, layer, layered, animation, scroll",layered-stack,3,2,2,3,3,4,2,채택,5/5,"3d, webgl, layered",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
70,Codrops,tympanus.net,https://tympanus.net/codrops/2011/01/03/parallax-slider/,Parallax Slider with jQuery | Codrops,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, clip, window, slider, slideshow, horizontal, animation, motion, transition, scroll, portfolio, grid, performance",layered-stack,4,3,2,3,3,4,3,채택,5/5,"3d, webgl, perspective, depth, slider, parallax",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
71,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/27/pell-mell-crafting-a-visual-exploration-platform-with-editorial-rhythm/,Pell Mell: Crafting a Visual Exploration Platform with Editorial Rhythm,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: immersive, scroll, interaction, editorial, performance",center-only,5,5,4,5,5,1,5,채택,5/5,"미니멀, editorial, 접근성",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
72,Codrops,tympanus.net,https://tympanus.net/codrops/2026/02/17/reactive-depth-building-a-scroll-driven-3d-image-tube-with-react-three-fiber/,Reactive Depth: Building a Scroll-Driven 3D Image Tube with React Three Fiber,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, 3d, infinite, loop, motion, scroll",layered-stack,3,3,2,3,3,4,3,채택,5/5,"3d, depth",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
73,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/11/svg-mask-transitions-on-scroll-with-gsap-and-scrolltrigger/,SVG Mask Transitions on Scroll with GSAP and ScrollTrigger,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: mask, reveal, transition, scroll, gsap, grid",hidden-offstage,3,4,2,3,3,3,4,채택,5/5,"reveal, transition, 전환, 모션, mask, 마스크",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
74,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/15/the-architecture-behind-trionn-coordinating-gsap-three-js-lenis-and-web-audio/,"The Architecture Behind Trionn: Coordinating GSAP, Three.js, Lenis, and Web Audio","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: three.js, architecture, layer, animation, interaction, gsap",partial-visible,4,4,4,3,5,1,4,채택,5/5,"마스크, 가림, 개구부, architect, 건축, 깊이, layer, 레이어",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
75,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/28/the-never-ending-story-building-a-seamless-infinite-scroll-experience-with-gsap-lenis/,The Never Ending Story: Building a Seamless Infinite Scroll Experience with GSAP & Lenis,"Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: depth, layer, layered, infinite, scroll, gsap, parallax",partial-visible,4,4,4,3,5,2,4,채택,5/5,"마스크, 가림, 개구부, 건축, depth, 깊이, layer, 레이어",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
76,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/14/the-underdogs-crown-clay-boans-3d-playground-of-design-motion-and-gsap-magic/,"The Underdog’s Crown: Clay Boan’s 3D Playground of Design, Motion, and GSAP Magic","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: 3d, webgl, animation, motion, gsap, portfolio",layered-stack,3,3,2,3,3,4,3,채택,5/5,"3d, webgl",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
77,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/04/webgl-for-designers-creating-interactive-shader-driven-graphics-directly-in-the-browser/,"WebGL for Designers: Creating Interactive, Shader-Driven Graphics Directly in the Browser","Codrops 공식 WordPress API 제목·초록에서 확인된 키워드: webgl, layer, interactive",partial-visible,4,4,4,3,5,2,4,채택,5/5,"마스크, 가림, 개구부, 건축, 깊이, layer, 레이어",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
78,Codrops,tympanus.net,https://tympanus.net/codrops/css_reference/perspective/,perspective | Codrops,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, layer, mask, clip, window, loop, animation, motion, transition, scroll, portfolio, grid, performance",partial-visible,4,5,4,3,5,2,5,채택,5/5,"mask, 마스크, 가림, 개구부, 건축, depth, 깊이, perspective, layer, 레이어",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
79,Codrops,tympanus.net,https://tympanus.net/codrops/?p=21765,perspective-origin | Codrops,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, 3d, webgl, three.js, mask, clip, window, loop, horizontal, animation, motion, transition, scroll, portfolio, grid, performance",hidden-offstage,4,4,2,3,3,4,4,채택,5/5,"transition, 전환, motion, 모션, mask, 마스크, clip",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
80,Codrops,tympanus.net,https://tympanus.net/codrops/css_reference/transform/,transform | Codrops,"개별 페이지의 title·meta·공개 본문에서 확인된 키워드: perspective, depth, 3d, webgl, mask, clip, window, horizontal, animation, transition, scroll, interaction, portfolio, grid, performance",partial-visible,4,5,4,3,5,2,5,채택,5/5,"mask, 마스크, 가림, 개구부, 건축, depth, 깊이, perspective, 레이어",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
81,Figma,www.figma.com,https://www.figma.com/best-practices/groups-versus-frames/,Groups versus frames,프레임은 클리핑·제약·레이아웃을 가진 구조적 컨테이너다.,partial-visible,4,4,4,3,5,1,4,본문 원칙을 직접 재확인한 보충 근거,5/5,좌우 포켓을 단순 잘라내기가 아니라 독립 프레임과 전면 가리개로 구성해야 한다는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
82,Figma Help,help.figma.com,https://help.figma.com/hc/en-us/articles/360041488473-Apply-effects-to-layers,Apply effects to layers,레이어별 그림자·블러·투명도 효과를 독립적으로 적용할 수 있다.,partial-visible,4,4,4,3,5,1,4,본문 원칙을 직접 재확인한 보충 근거,5/5,"후면 벽, 포켓 안쪽, 전면 립의 명암을 분리해 깊이를 만들 수 있다는 구현 근거.",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
83,Figma Help,help.figma.com,https://help.figma.com/hc/en-us/articles/360040450253-Masks,Masks in Figma,마스크는 원본 오브젝트를 비파괴적으로 보존한 채 보이는 영역만 제한한다.,partial-visible,4,4,4,3,5,1,4,본문 원칙을 직접 재확인한 보충 근거,5/5,포켓 전면 가리개와 전체 템플릿을 별도 레이어로 유지해야 한다는 직접 도구 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
84,NIH PMC,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC3485797/,Depth perception from occlusion,부분 가림은 상대 깊이를 강하게 지각시키는 단안 단서다.,partial-visible,4,4,4,3,5,1,4,본문 원칙을 직접 재확인한 보충 근거,5/5,과도한 원근 회전 없이도 일부 노출과 가림만으로 깊이를 만들 수 있다는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
85,NIH PMC,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC5871781/,Occlusion contours and border ownership,가림 윤곽과 경계 소유권은 앞·뒤 물체의 깊이 해석에 핵심 단서를 제공한다.,partial-visible,4,4,4,3,5,1,4,본문 원칙을 직접 재확인한 보충 근거,5/5,전면 건축 레이어가 템플릿 가장자리를 덮어야 내부에 들어간 것으로 읽힌다는 시지각 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
86,NIH PMC,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC5731627/,T-junctions and depth order,T-junction은 가려진 윤곽과 가리는 윤곽의 깊이 순서를 전달한다.,partial-visible,4,4,4,3,5,1,4,본문 원칙을 직접 재확인한 보충 근거,5/5,좌우 템플릿의 일부를 전면 포켓 경계가 덮을 때 깊이가 자연스럽게 생기는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
87,W3C WAI,www.w3.org,https://www.w3.org/WAI/ARIA/apg/patterns/carousel/,ARIA Authoring Practices Guide: Carousel Pattern,일반적인 캐러셀은 한 번에 한 슬라이드를 표시하고 이전·다음 제어 및 비활성 슬라이드 숨김을 명확히 한다.,center-only,5,5,4,5,5,1,5,본문 원칙을 직접 재확인한 보충 근거,5/5,중앙 단일 항목과 명시적 제어가 가장 예측 가능한 접근성 기준이라는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
88,W3C WAI,www.w3.org,https://www.w3.org/WAI/tutorials/carousels/animations/,Carousel animations,전환 중 현재·다음 슬라이드가 함께 보일 수 있으나 활성 상태와 보조기술 노출을 명확히 관리해야 한다.,hidden-offstage,3,4,2,3,3,3,4,본문 원칙을 직접 재확인한 보충 근거,5/5,숨김 항목이 진입할 때 시각·접근성 상태를 동기화해야 한다는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
89,W3C WAI,www.w3.org,https://www.w3.org/WAI/tutorials/carousels/,Carousels Tutorial,캐러셀 콘텐츠는 발견하기 어려울 수 있으므로 명확한 탐색·상태·정지 제어가 필요하다.,center-only,5,5,4,5,5,1,5,본문 원칙을 직접 재확인한 보충 근거,5/5,모바일·감소 모션에서는 중앙 단일 항목과 인덱스·버튼을 유지해야 한다는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
90,W3C WAI,www.w3.org,https://www.w3.org/WAI/WCAG22/Understanding/animation-from-interactions.html,Understanding Animation from Interactions,상호작용으로 시작되는 비필수 이동 애니메이션은 끌 수 있어야 하며 prefers-reduced-motion을 지원할 수 있다.,hidden-offstage,3,4,2,3,3,3,4,본문 원칙을 직접 재확인한 보충 근거,5/5,완전 숨김 뒤 장거리 슬라이드 진입을 기본값으로 쓰기 어려운 접근성 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
91,W3C WAI,www.w3.org,https://www.w3.org/WAI/WCAG22/Understanding/on-input.html,Understanding On Input,입력에 따른 맥락 변화는 사용자가 예측할 수 있어야 한다.,center-only,5,5,4,5,5,1,5,본문 원칙을 직접 재확인한 보충 근거,5/5,텍스트·날짜·장소·활성 인덱스를 템플릿과 동시에 교체해야 한다는 근거.,기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
92,figma.com,figma.com,https://www.figma.com/resource-library/ai-website-examples/,"29 AI Website Examples for SaaS, E-commerce, + More | Figma","메타: Explore 29 AI website examples across industries like SaaS, tech, and retail. See how AI handles complex hierarchy and use these files to start your Web design. / 관찰 소제목: What you can do in figma | Explore all products | Additional product resources | Use cases",center-only,5,5,4,5,5,1,5,검토,3/5,"큐레이션, 시각 위계",기존 679행 검증 원장의 관찰 메모를 이번 질문에 맞게 재분류,reference-reclassification
